date,pub_airlines,pub_code,geo_summ,geo_region,type,price,terminal,boarding_area,pax_count
2009-01-31,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,3603
2009-01-31,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,3538
2009-01-31,Alaska Airlines,AS,Domestic,US,Deplaned,Full Service,Terminal 1,B,33538
2009-01-31,Alaska Airlines,AS,Domestic,US,Enplaned,Full Service,Terminal 1,B,33571
2009-01-31,Alaska Airlines,AS,International,Mexico,Deplaned,Full Service,International,A,8366
2009-01-31,Alaska Airlines,AS,International,Mexico,Enplaned,Full Service,Terminal 1,B,6169
2009-01-31,All Nippon Airways,NH,International,Asia,Deplaned,Full Service,International,G,5718
2009-01-31,All Nippon Airways,NH,International,Asia,Enplaned,Full Service,International,G,5001
2009-01-31,Allegiant Air,G4,Domestic,US,Deplaned,Low Fare,Terminal 1,B,1166
2009-01-31,Allegiant Air,G4,Domestic,US,Enplaned,Low Fare,Terminal 1,B,1211
2009-01-31,American Airlines,AA,Domestic,US,Deplaned,Full Service,Terminal 3,E,120784
2009-01-31,American Airlines,AA,Domestic,US,Enplaned,Full Service,Terminal 3,E,116051
2009-01-31,American Airlines,AA,Domestic,US,Deplaned,Full Service,Terminal 3,E,3704
2009-01-31,Asiana Airlines,OZ,International,Asia,Deplaned,Full Service,International,A,5517
2009-01-31,Asiana Airlines,OZ,International,Asia,Enplaned,Full Service,International,A,4648
2009-01-31,British Airways,BA,International,Europe,Deplaned,Full Service,International,A,14435
2009-01-31,British Airways,BA,International,Europe,Enplaned,Full Service,International,A,15541
2009-01-31,Cathay Pacific,CX,International,Asia,Deplaned,Full Service,International,A,21487
2009-01-31,Cathay Pacific,CX,International,Asia,Enplaned,Full Service,International,A,20721
2009-01-31,China Airlines,CI,International,Asia,Deplaned,Full Service,International,A,10895
2009-01-31,China Airlines,CI,International,Asia,Enplaned,Full Service,International,A,10953
2009-01-31,Delta Air Lines,DL,Domestic,US,Deplaned,Full Service,Terminal 1,C,54734
2009-01-31,Delta Air Lines,DL,Domestic,US,Enplaned,Full Service,Terminal 1,C,52328
2009-01-31,EVA Airways,BR,International,Asia,Deplaned,Full Service,International,G,13318
2009-01-31,EVA Airways,BR,International,Asia,Enplaned,Full Service,International,G,12050
2009-01-31,Emirates,EK,International,Middle East,Deplaned,Full Service,International,G,3393
2009-01-31,Emirates,EK,International,Middle East,Enplaned,Full Service,International,G,2470
2009-01-31,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,12241
2009-01-31,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,10607
2009-01-31,Hawaiian Airlines,HA,Domestic,US,Deplaned,Full Service,Terminal 1,C,6906
2009-01-31,Hawaiian Airlines,HA,Domestic,US,Enplaned,Full Service,Terminal 1,C,6571
2009-01-31,Alaska Airlines,AS,Domestic,US,Deplaned,Full Service,Terminal 1,B,3776
2009-01-31,Alaska Airlines,AS,Domestic,US,Enplaned,Full Service,Terminal 1,B,3856
2009-01-31,Japan Airlines,JL,International,Asia,Deplaned,Full Service,International,A,5870
2009-01-31,Japan Airlines,JL,International,Asia,Enplaned,Full Service,International,A,5463
2009-01-31,Jet Airways,9W,International,Asia,Deplaned,Full Service,International,A,1736
2009-01-31,Jet Airways,9W,International,Asia,Enplaned,Full Service,International,A,1826
2009-01-31,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,12774
2009-01-31,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,12035
2009-01-31,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Full Service,International,A,6833
2009-01-31,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Full Service,International,A,6156
2009-01-31,Korean Air Lines,KE,International,Asia,Deplaned,Full Service,International,A,7516
2009-01-31,Korean Air Lines,KE,International,Asia,Enplaned,Full Service,International,A,5394
2009-01-31,Lufthansa German Airlines,LH,International,Europe,Deplaned,Full Service,International,G,17081
2009-01-31,Lufthansa German Airlines,LH,International,Europe,Enplaned,Full Service,International,G,16551
2009-01-31,Mexicana Airlines,MX,International,Mexico,Deplaned,Full Service,International,G,10922
2009-01-31,Mexicana Airlines,MX,International,Mexico,Enplaned,Full Service,International,G,9471
2009-01-31,Midwest Airlines,YX,Domestic,US,Deplaned,Full Service,Terminal 3,E,1758
2009-01-31,Midwest Airlines,YX,Domestic,US,Enplaned,Full Service,Terminal 3,E,1707
2009-01-31,Northwest Airlines,NW,Domestic,US,Deplaned,Full Service,Terminal 1,C,39533
2009-01-31,Northwest Airlines,NW,Domestic,US,Enplaned,Full Service,Terminal 1,C,37460
2009-01-31,Northwest Airlines,NW,Domestic,US,Thru / Transit,Full Service,Terminal 1,C,1924
2009-01-31,Northwest Airlines,NW,International,Asia,Deplaned,Full Service,International,A,6985
2009-01-31,Northwest Airlines,NW,International,Asia,Enplaned,Full Service,International,A,6278
2009-01-31,Philippine Airlines,PR,International,Asia,Deplaned,Full Service,International,A,12889
2009-01-31,Philippine Airlines,PR,International,Asia,Enplaned,Full Service,International,A,10782
2009-01-31,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Full Service,International,A,5029
2009-01-31,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Full Service,International,A,6256
2009-01-31,Singapore Airlines,SQ,International,Asia,Deplaned,Full Service,International,G,14784
2009-01-31,Singapore Airlines,SQ,International,Asia,Enplaned,Full Service,International,G,13407
2009-01-31,Delta Air Lines,DL,Domestic,US,Deplaned,Full Service,Terminal 1,C,7646
2009-01-31,Delta Air Lines,DL,Domestic,US,Enplaned,Full Service,Terminal 1,C,6937
2009-01-31,United Airlines,UA,Domestic,US,Deplaned,Full Service,Terminal 3,F,82826
2009-01-31,United Airlines,UA,Domestic,US,Enplaned,Full Service,Terminal 3,F,81230
2009-01-31,United Airlines,UA,International,Canada,Deplaned,Full Service,International,G,1301
2009-01-31,United Airlines,UA,International,Canada,Deplaned,Full Service,Terminal 3,F,9041
2009-01-31,United Airlines,UA,International,Canada,Enplaned,Full Service,Terminal 3,F,10096
2009-01-31,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,85416
2009-01-31,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,81657
2009-01-31,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,7
2009-01-31,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,596
2009-01-31,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 1,B,642
2009-01-31,TACA,TA,International,Central America,Deplaned,Full Service,International,A,5167
2009-01-31,TACA,TA,International,Central America,Enplaned,Full Service,International,A,5039
2009-01-31,US Airways,US ,Domestic,US,Deplaned,Full Service,Terminal 1,B,57543
2009-01-31,US Airways,US ,Domestic,US,Enplaned,Full Service,Terminal 1,B,57069
2009-01-31,United Airlines,UA,Domestic,US,Deplaned,Full Service,Terminal 1,B,48072
2009-01-31,United Airlines,UA,Domestic,US,Enplaned,Full Service,Terminal 1,B,45545
2009-01-31,United Airlines,UA,Domestic,US,Deplaned,Full Service,International,G,9609
2009-01-31,United Airlines,UA,Domestic,US,Enplaned,Full Service,International,G,5406
2009-01-31,United Airlines,UA,Domestic,US,Deplaned,Full Service,Terminal 3,E,17087
2009-01-31,United Airlines,UA,Domestic,US,Enplaned,Full Service,Terminal 3,E,16854
2009-01-31,United Airlines,UA,Domestic,US,Thru / Transit,Full Service,Terminal 3,E,243
2009-01-31,United Airlines,UA,Domestic,US,Deplaned,Full Service,Terminal 3,F,324641
2009-01-31,United Airlines,UA,Domestic,US,Enplaned,Full Service,Terminal 3,F,320215
2009-01-31,United Airlines,UA,Domestic,US,Thru / Transit,Full Service,Terminal 3,F,4613
2009-01-31,United Airlines,UA,International,Asia,Deplaned,Full Service,International,G,62080
2009-01-31,United Airlines,UA,International,Asia,Enplaned,Full Service,International,G,53986
2009-01-31,United Airlines,UA,International,Asia,Thru / Transit,Full Service,International,G,2550
2009-01-31,United Airlines,UA,International,Australia / Oceania,Deplaned,Full Service,International,G,7555
2009-01-31,United Airlines,UA,International,Australia / Oceania,Enplaned,Full Service,International,G,9228
2009-01-31,United Airlines,UA,International,Australia / Oceania,Thru / Transit,Full Service,International,G,444
2009-01-31,United Airlines,UA,International,Canada,Deplaned,Full Service,Terminal 3,F,10319
2009-01-31,United Airlines,UA,International,Canada,Enplaned,Full Service,Terminal 3,F,10724
2009-01-31,United Airlines,UA,International,Europe,Deplaned,Full Service,International,G,20494
2009-01-31,United Airlines,UA,International,Europe,Enplaned,Full Service,International,G,19949
2009-01-31,United Airlines,UA,International,Europe,Thru / Transit,Full Service,International,G,491
2009-01-31,United Airlines,UA,International,Mexico,Deplaned,Full Service,International,G,8528
2009-01-31,United Airlines,UA,International,Mexico,Enplaned,Full Service,International,G,7891
2009-01-31,United Airlines,UA,International,Mexico,Thru / Transit,Full Service,International,G,49
2009-01-31,Virgin America,VX,Domestic,US,Deplaned,Full Service,International,A,69070
2009-01-31,Virgin America,VX,Domestic,US,Enplaned,Full Service,International,A,68065
2009-01-31,Virgin Atlantic,VS,International,Europe,Deplaned,Full Service,International,A,7928
2009-01-31,Virgin Atlantic,VS,International,Europe,Enplaned,Full Service,International,A,7747
2009-02-28,Aer Lingus,EI,International,Europe,Deplaned,Full Service,International,A,2508
2009-02-28,Aer Lingus,EI,International,Europe,Enplaned,Full Service,International,A,2425
2009-02-28,Aeromexico,AM,International,Mexico,Deplaned,Full Service,International,A,1444
2009-02-28,Aeromexico,AM,International,Mexico,Enplaned,Full Service,International,A,1453
2009-02-28,Air Canada,AC,International,Canada,Deplaned,Full Service,Terminal 3,E,15736
2009-02-28,Air Canada,AC,International,Canada,Enplaned,Full Service,Terminal 3,E,16387
2009-02-28,Air China,CA,International,Asia,Deplaned,Full Service,International,G,3972
2009-02-28,Air China,CA,International,Asia,Enplaned,Full Service,International,G,3800
2009-02-28,Air France,AF,International,Europe,Deplaned,Full Service,International,A,5523
2009-02-28,Air France,AF,International,Europe,Enplaned,Full Service,International,A,5654
2009-02-28,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Full Service,International,G,5516
2009-02-28,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Full Service,International,G,6396
2009-02-28,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,2404
2009-02-28,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,2622
2009-02-28,Alaska Airlines,AS,Domestic,US,Deplaned,Full Service,Terminal 1,B,32125
2009-02-28,Alaska Airlines,AS,Domestic,US,Enplaned,Full Service,Terminal 1,B,33613
2009-02-28,Alaska Airlines,AS,International,Mexico,Deplaned,Full Service,International,A,6085
2009-02-28,Alaska Airlines,AS,International,Mexico,Enplaned,Full Service,Terminal 1,B,6344
2009-02-28,All Nippon Airways,NH,International,Asia,Deplaned,Full Service,International,G,4065
2009-02-28,All Nippon Airways,NH,International,Asia,Enplaned,Full Service,International,G,4013
2009-02-28,American Airlines,AA,Domestic,US,Deplaned,Full Service,Terminal 3,E,107282
2009-02-28,American Airlines,AA,Domestic,US,Enplaned,Full Service,Terminal 3,E,104602
2009-02-28,American Airlines,AA,Domestic,US,Deplaned,Full Service,Terminal 3,E,3226
2009-02-28,American Airlines,AA,Domestic,US,Enplaned,Full Service,Terminal 3,E,3065
2009-02-28,Asiana Airlines,OZ,International,Asia,Deplaned,Full Service,International,A,4041
2009-02-28,Asiana Airlines,OZ,International,Asia,Enplaned,Full Service,International,A,4013
2009-02-28,British Airways,BA,International,Europe,Deplaned,Full Service,International,A,11577
2009-02-28,British Airways,BA,International,Europe,Enplaned,Full Service,International,A,10520
2009-02-28,Cathay Pacific,CX,International,Asia,Deplaned,Full Service,International,A,15004
2009-02-28,Cathay Pacific,CX,International,Asia,Enplaned,Full Service,International,A,15808
2009-02-28,China Airlines,CI,International,Asia,Deplaned,Full Service,International,A,7442
2009-02-28,China Airlines,CI,International,Asia,Enplaned,Full Service,International,A,8063
2009-02-28,Delta Air Lines,DL,Domestic,US,Deplaned,Full Service,Terminal 1,C,47196
2009-02-28,Delta Air Lines,DL,Domestic,US,Enplaned,Full Service,Terminal 1,C,45497
2009-02-28,EVA Airways,BR,International,Asia,Deplaned,Full Service,International,G,9638
2009-02-28,EVA Airways,BR,International,Asia,Enplaned,Full Service,International,G,9412
2009-02-28,Emirates,EK,International,Middle East,Deplaned,Full Service,International,G,2502
2009-02-28,Emirates,EK,International,Middle East,Enplaned,Full Service,International,G,2278
2009-02-28,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,10447
2009-02-28,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,9320
2009-02-28,Hawaiian Airlines,HA,Domestic,US,Deplaned,Full Service,Terminal 1,C,6455
2009-02-28,Hawaiian Airlines,HA,Domestic,US,Enplaned,Full Service,Terminal 1,C,8400
2009-02-28,Alaska Airlines,AS,Domestic,US,Deplaned,Full Service,Terminal 1,B,3782
2009-02-28,Alaska Airlines,AS,Domestic,US,Enplaned,Full Service,Terminal 1,B,3405
2009-02-28,Japan Airlines,JL,International,Asia,Deplaned,Full Service,International,A,4783
2009-02-28,Japan Airlines,JL,International,Asia,Enplaned,Full Service,International,A,5081
2009-02-28,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,11518
2009-02-28,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,10942
2009-02-28,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Full Service,International,A,5107
2009-02-28,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Full Service,International,A,4578
2009-02-28,Korean Air Lines,KE,International,Asia,Deplaned,Full Service,International,A,3722
2009-02-28,Korean Air Lines,KE,International,Asia,Enplaned,Full Service,International,A,3809
2009-02-28,Lufthansa German Airlines,LH,International,Europe,Deplaned,Full Service,International,G,14177
2009-02-28,Lufthansa German Airlines,LH,International,Europe,Enplaned,Full Service,International,G,13568
2009-02-28,Delta Air Lines,DL,Domestic,US,Deplaned,Full Service,Terminal 1,C,1653
2009-02-28,Delta Air Lines,DL,Domestic,US,Enplaned,Full Service,Terminal 1,C,1511
2009-02-28,Mexicana Airlines,MX,International,Mexico,Deplaned,Full Service,International,G,9164
2009-02-28,Mexicana Airlines,MX,International,Mexico,Enplaned,Full Service,International,G,9642
2009-02-28,Midwest Airlines,YX,Domestic,US,Deplaned,Full Service,Terminal 3,E,2001
2009-02-28,Midwest Airlines,YX,Domestic,US,Enplaned,Full Service,Terminal 3,E,2005
2009-02-28,Northwest Airlines,NW,Domestic,US,Deplaned,Full Service,Terminal 1,C,36083
2009-02-28,Northwest Airlines,NW,Domestic,US,Enplaned,Full Service,Terminal 1,C,34574
2009-02-28,Northwest Airlines,NW,Domestic,US,Thru / Transit,Full Service,Terminal 1,C,2393
2009-02-28,Northwest Airlines,NW,International,Asia,Deplaned,Full Service,International,A,5231
2009-02-28,Northwest Airlines,NW,International,Asia,Enplaned,Full Service,International,A,4487
2009-02-28,Philippine Airlines,PR,International,Asia,Deplaned,Full Service,International,A,9672
2009-02-28,Philippine Airlines,PR,International,Asia,Enplaned,Full Service,International,A,7570
2009-02-28,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Full Service,International,A,3642
2009-02-28,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Full Service,International,A,4462
2009-02-28,Singapore Airlines,SQ,International,Asia,Deplaned,Full Service,International,G,9159
2009-02-28,Singapore Airlines,SQ,International,Asia,Enplaned,Full Service,International,G,10970
2009-02-28,Delta Air Lines,DL,Domestic,US,Deplaned,Full Service,Terminal 1,C,4764
2009-02-28,Delta Air Lines,DL,Domestic,US,Enplaned,Full Service,Terminal 1,C,4752
2009-02-28,United Airlines,UA,Domestic,US,Deplaned,Full Service,Terminal 3,F,71672
2009-02-28,United Airlines,UA,Domestic,US,Enplaned,Full Service,Terminal 3,F,71347
2009-02-28,United Airlines,UA,International,Canada,Deplaned,Full Service,International,G,1182
2009-02-28,United Airlines,UA,International,Canada,Deplaned,Full Service,Terminal 3,F,9220
2009-02-28,United Airlines,UA,International,Canada,Enplaned,Full Service,Terminal 3,F,9949
2009-02-28,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,81732
2009-02-28,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,81650
2009-02-28,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,4
2009-02-28,TACA,TA,International,Central America,Deplaned,Full Service,International,A,3727
2009-02-28,TACA,TA,International,Central America,Enplaned,Full Service,International,A,3789
2009-02-28,US Airways,US ,Domestic,US,Deplaned,Full Service,Terminal 1,B,48203
2009-02-28,US Airways,US ,Domestic,US,Enplaned,Full Service,Terminal 1,B,50798
2009-02-28,United Airlines,UA,Domestic,US,Deplaned,Full Service,Terminal 1,B,40608
2009-02-28,United Airlines,UA,Domestic,US,Enplaned,Full Service,Terminal 1,B,39824
2009-02-28,United Airlines,UA,Domestic,US,Deplaned,Full Service,International,G,9459
2009-02-28,United Airlines,UA,Domestic,US,Enplaned,Full Service,International,G,4567
2009-02-28,United Airlines,UA,Domestic,US,Deplaned,Full Service,Terminal 3,E,16099
2009-02-28,United Airlines,UA,Domestic,US,Enplaned,Full Service,Terminal 3,E,15982
2009-02-28,United Airlines,UA,Domestic,US,Thru / Transit,Full Service,Terminal 3,E,193
2009-02-28,United Airlines,UA,Domestic,US,Deplaned,Full Service,Terminal 3,F,305874
2009-02-28,United Airlines,UA,Domestic,US,Enplaned,Full Service,Terminal 3,F,303663
2009-02-28,United Airlines,UA,Domestic,US,Thru / Transit,Full Service,Terminal 3,F,3854
2009-02-28,United Airlines,UA,International,Asia,Deplaned,Full Service,International,G,44539
2009-02-28,United Airlines,UA,International,Asia,Enplaned,Full Service,International,G,48139
2009-02-28,United Airlines,UA,International,Asia,Thru / Transit,Full Service,International,G,1945
2009-02-28,United Airlines,UA,International,Australia / Oceania,Deplaned,Full Service,International,G,6438
2009-02-28,United Airlines,UA,International,Australia / Oceania,Enplaned,Full Service,International,G,8041
2009-02-28,United Airlines,UA,International,Australia / Oceania,Thru / Transit,Full Service,International,G,258
2009-02-28,United Airlines,UA,International,Canada,Deplaned,Full Service,Terminal 3,F,10450
2009-02-28,United Airlines,UA,International,Canada,Enplaned,Full Service,Terminal 3,F,10768
2009-02-28,United Airlines,UA,International,Europe,Deplaned,Full Service,International,G,15987
2009-02-28,United Airlines,UA,International,Europe,Enplaned,Full Service,International,G,15232
2009-02-28,United Airlines,UA,International,Europe,Thru / Transit,Full Service,International,G,290
2009-02-28,United Airlines,UA,International,Mexico,Deplaned,Full Service,International,G,6225
2009-02-28,United Airlines,UA,International,Mexico,Enplaned,Full Service,International,G,7313
2009-02-28,United Airlines,UA,International,Mexico,Thru / Transit,Full Service,International,G,45
2009-02-28,Virgin America,VX,Domestic,US,Deplaned,Full Service,International,A,70879
2009-02-28,Virgin America,VX,Domestic,US,Enplaned,Full Service,International,A,71228
2009-02-28,Virgin Atlantic,VS,International,Europe,Deplaned,Full Service,International,A,6472
2009-02-28,Virgin Atlantic,VS,International,Europe,Enplaned,Full Service,International,A,6075
2009-03-31,Aer Lingus,EI,International,Europe,Deplaned,Full Service,International,A,3250
2009-03-31,Aer Lingus,EI,International,Europe,Enplaned,Full Service,International,A,3446
2009-03-31,Aeromexico,AM,International,Mexico,Deplaned,Full Service,International,A,2941
2009-03-31,Aeromexico,AM,International,Mexico,Enplaned,Full Service,International,A,2786
2009-03-31,Air Canada,AC,International,Canada,Deplaned,Full Service,Terminal 3,E,17490
2009-03-31,Air Canada,AC,International,Canada,Enplaned,Full Service,Terminal 3,E,18174
2009-03-31,Air China,CA,International,Asia,Deplaned,Full Service,International,G,4429
2009-03-31,Air China,CA,International,Asia,Enplaned,Full Service,International,G,4441
2009-03-31,Air France,AF,International,Europe,Deplaned,Full Service,International,A,7837
2009-03-31,Air France,AF,International,Europe,Enplaned,Full Service,International,A,7939
2009-03-31,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Full Service,International,G,7070
2009-03-31,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Full Service,International,G,4898
2009-03-31,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,3687
2009-03-31,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,3971
2009-03-31,Alaska Airlines,AS,Domestic,US,Deplaned,Full Service,Terminal 1,B,38715
2009-03-31,Alaska Airlines,AS,Domestic,US,Enplaned,Full Service,Terminal 1,B,38979
2009-03-31,Alaska Airlines,AS,International,Mexico,Deplaned,Full Service,International,A,7369
2009-03-31,Alaska Airlines,AS,International,Mexico,Enplaned,Full Service,Terminal 1,B,6752
2009-03-31,All Nippon Airways,NH,International,Asia,Deplaned,Full Service,International,G,4697
2009-03-31,All Nippon Airways,NH,International,Asia,Enplaned,Full Service,International,G,4932
2009-03-31,American Airlines,AA,Domestic,US,Deplaned,Full Service,Terminal 3,E,130761
2009-03-31,American Airlines,AA,Domestic,US,Enplaned,Full Service,Terminal 3,E,130973
2009-03-31,American Airlines,AA,Domestic,US,Deplaned,Full Service,Terminal 3,E,5706
2009-03-31,American Airlines,AA,Domestic,US,Enplaned,Full Service,Terminal 3,E,5337
2009-03-31,Asiana Airlines,OZ,International,Asia,Deplaned,Full Service,International,A,4319
2009-03-31,Asiana Airlines,OZ,International,Asia,Enplaned,Full Service,International,A,3748
2009-03-31,British Airways,BA,International,Europe,Deplaned,Full Service,International,A,15706
2009-03-31,British Airways,BA,International,Europe,Enplaned,Full Service,International,A,14493
2009-03-31,Cathay Pacific,CX,International,Asia,Deplaned,Full Service,International,A,18153
2009-03-31,Cathay Pacific,CX,International,Asia,Enplaned,Full Service,International,A,17839
2009-03-31,China Airlines,CI,International,Asia,Deplaned,Full Service,International,A,10519
2009-03-31,China Airlines,CI,International,Asia,Enplaned,Full Service,International,A,10153
2009-03-31,Delta Air Lines,DL,Domestic,US,Deplaned,Full Service,Terminal 1,C,57895
2009-03-31,Delta Air Lines,DL,Domestic,US,Enplaned,Full Service,Terminal 1,C,57242
2009-03-31,EVA Airways,BR,International,Asia,Deplaned,Full Service,International,G,10914
2009-03-31,EVA Airways,BR,International,Asia,Enplaned,Full Service,International,G,10428
2009-03-31,Emirates,EK,International,Middle East,Deplaned,Full Service,International,G,3353
2009-03-31,Emirates,EK,International,Middle East,Enplaned,Full Service,International,G,2704
2009-03-31,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,13354
2009-03-31,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,11175
2009-03-31,Hawaiian Airlines,HA,Domestic,US,Deplaned,Full Service,Terminal 1,C,7672
2009-03-31,Hawaiian Airlines,HA,Domestic,US,Enplaned,Full Service,Terminal 1,C,7104
2009-03-31,Alaska Airlines,AS,Domestic,US,Deplaned,Full Service,Terminal 1,B,4753
2009-03-31,Alaska Airlines,AS,Domestic,US,Enplaned,Full Service,Terminal 1,B,4096
2009-03-31,Japan Airlines,JL,International,Asia,Deplaned,Full Service,International,A,5246
2009-03-31,Japan Airlines,JL,International,Asia,Enplaned,Full Service,International,A,6499
2009-03-31,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,14254
2009-03-31,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,13874
2009-03-31,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Full Service,International,A,7483
2009-03-31,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Full Service,International,A,6508
2009-03-31,Korean Air Lines,KE,International,Asia,Deplaned,Full Service,International,A,4057
2009-03-31,Korean Air Lines,KE,International,Asia,Enplaned,Full Service,International,A,3870
2009-03-31,Lufthansa German Airlines,LH,International,Europe,Deplaned,Full Service,International,G,17266
2009-03-31,Lufthansa German Airlines,LH,International,Europe,Enplaned,Full Service,International,G,17019
2009-03-31,Delta Air Lines,DL,Domestic,US,Deplaned,Full Service,Terminal 1,C,1583
2009-03-31,Delta Air Lines,DL,Domestic,US,Enplaned,Full Service,Terminal 1,C,1597
2009-03-31,Mexicana Airlines,MX,International,Mexico,Deplaned,Full Service,International,G,10908
2009-03-31,Mexicana Airlines,MX,International,Mexico,Enplaned,Full Service,International,G,10794
2009-03-31,Midwest Airlines,YX,Domestic,US,Deplaned,Full Service,Terminal 3,E,2551
2009-03-31,Midwest Airlines,YX,Domestic,US,Enplaned,Full Service,Terminal 3,E,2595
2009-03-31,Northwest Airlines,NW,Domestic,US,Deplaned,Full Service,Terminal 1,C,41927
2009-03-31,Northwest Airlines,NW,Domestic,US,Enplaned,Full Service,Terminal 1,C,41351
2009-03-31,Northwest Airlines,NW,Domestic,US,Thru / Transit,Full Service,Terminal 1,C,2585
2009-03-31,Northwest Airlines,NW,International,Asia,Deplaned,Full Service,International,A,5676
2009-03-31,Northwest Airlines,NW,International,Asia,Enplaned,Full Service,International,A,5453
2009-03-31,Philippine Airlines,PR,International,Asia,Deplaned,Full Service,International,A,9753
2009-03-31,Philippine Airlines,PR,International,Asia,Enplaned,Full Service,International,A,8463
2009-03-31,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Full Service,International,A,5328
2009-03-31,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Full Service,International,A,3548
2009-03-31,Singapore Airlines,SQ,International,Asia,Deplaned,Full Service,International,G,11139
2009-03-31,Singapore Airlines,SQ,International,Asia,Enplaned,Full Service,International,G,11832
2009-03-31,Delta Air Lines,DL,Domestic,US,Deplaned,Full Service,Terminal 1,C,4639
2009-03-31,Delta Air Lines,DL,Domestic,US,Enplaned,Full Service,Terminal 1,C,4792
2009-03-31,United Airlines,UA,Domestic,US,Deplaned,Full Service,Terminal 3,F,92421
2009-03-31,United Airlines,UA,Domestic,US,Enplaned,Full Service,Terminal 3,F,90398
2009-03-31,United Airlines,UA,International,Canada,Deplaned,Full Service,International,G,1430
2009-03-31,United Airlines,UA,International,Canada,Deplaned,Full Service,Terminal 3,F,10729
2009-03-31,United Airlines,UA,International,Canada,Enplaned,Full Service,Terminal 3,F,12899
2009-03-31,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,103739
2009-03-31,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,103359
2009-03-31,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,55
2009-03-31,TACA,TA,International,Central America,Deplaned,Full Service,International,A,4169
2009-03-31,TACA,TA,International,Central America,Enplaned,Full Service,International,A,4259
2009-03-31,US Airways,US ,Domestic,US,Deplaned,Full Service,Terminal 1,B,61484
2009-03-31,US Airways,US ,Domestic,US,Enplaned,Full Service,Terminal 1,B,64907
2009-03-31,United Airlines,UA,Domestic,US,Deplaned,Full Service,Terminal 1,B,51157
2009-03-31,United Airlines,UA,Domestic,US,Enplaned,Full Service,Terminal 1,B,51856
2009-03-31,United Airlines,UA,Domestic,US,Deplaned,Full Service,International,G,14073
2009-03-31,United Airlines,UA,Domestic,US,Enplaned,Full Service,International,G,7475
2009-03-31,United Airlines,UA,Domestic,US,Deplaned,Full Service,Terminal 3,E,19672
2009-03-31,United Airlines,UA,Domestic,US,Enplaned,Full Service,Terminal 3,E,20188
2009-03-31,United Airlines,UA,Domestic,US,Thru / Transit,Full Service,Terminal 3,E,231
2009-03-31,United Airlines,UA,Domestic,US,Deplaned,Full Service,Terminal 3,F,373760
