date,pub_airlines,pub_code,geo_summ,geo_region,type,price,terminal,boarding_area,pax_count
2005-07-31,ATA Airlines,TZ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,27271
2005-07-31,ATA Airlines,TZ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,29131
2005-07-31,ATA Airlines,TZ,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,5415
2005-07-31,Air Canada,AC,International,Canada,Deplaned,Full Service,Terminal 1,B,35156
2005-07-31,Air Canada,AC,International,Canada,Enplaned,Full Service,Terminal 1,B,34090
2005-07-31,Air China,CA,International,Asia,Deplaned,Full Service,International,G,6263
2005-07-31,Air China,CA,International,Asia,Enplaned,Full Service,International,G,5500
2005-07-31,Air France,AF,International,Europe,Deplaned,Full Service,International,A,12050
2005-07-31,Air France,AF,International,Europe,Enplaned,Full Service,International,A,11638
2005-07-31,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Full Service,International,G,4998
2005-07-31,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Full Service,International,G,4962
2005-07-31,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,International,A,8055
2005-07-31,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,International,A,7984
2005-07-31,Alaska Airlines,AS,Domestic,US,Deplaned,Full Service,International,A,36641
2005-07-31,Alaska Airlines,AS,Domestic,US,Enplaned,Full Service,International,A,39379
2005-07-31,Alaska Airlines,AS,Domestic,US,Thru / Transit,Full Service,International,A,3678
2005-07-31,Alaska Airlines,AS,International,Canada,Deplaned,Full Service,International,A,7977
2005-07-31,Alaska Airlines,AS,International,Canada,Enplaned,Full Service,International,A,8837
2005-07-31,Alaska Airlines,AS,International,Mexico,Deplaned,Full Service,International,A,6969
2005-07-31,Alaska Airlines,AS,International,Mexico,Enplaned,Full Service,International,A,10046
2005-07-31,Alaska Airlines,AS,International,Mexico,Thru / Transit,Full Service,International,A,2266
2005-07-31,All Nippon Airways,NH,International,Asia,Deplaned,Full Service,International,G,6545
2005-07-31,All Nippon Airways,NH,International,Asia,Enplaned,Full Service,International,G,6094
2005-07-31,American Airlines,AA,Domestic,US,Deplaned,Full Service,Terminal 3,E,166577
2005-07-31,American Airlines,AA,Domestic,US,Enplaned,Full Service,Terminal 3,E,160890
2005-07-31,American Airlines,AA,Domestic,US,Deplaned,Full Service,Terminal 3,E,5493
2005-07-31,American Airlines,AA,Domestic,US,Enplaned,Full Service,Terminal 3,E,5213
2005-07-31,Asiana Airlines,OZ,International,Asia,Deplaned,Full Service,International,A,5041
2005-07-31,Asiana Airlines,OZ,International,Asia,Enplaned,Full Service,International,A,4744
2005-07-31,Delta Air Lines,DL,Domestic,US,Deplaned,Full Service,Terminal 1,C,1552
2005-07-31,Delta Air Lines,DL,Domestic,US,Enplaned,Full Service,Terminal 1,C,1484
2005-07-31,BelAir Airlines,4T,International,Europe,Deplaned,Full Service,International,A,325
2005-07-31,BelAir Airlines,4T,International,Europe,Enplaned,Full Service,International,A,545
2005-07-31,British Airways,BA,International,Europe,Deplaned,Full Service,International,A,20632
2005-07-31,British Airways,BA,International,Europe,Enplaned,Full Service,International,A,21686
2005-07-31,Cathay Pacific,CX,International,Asia,Deplaned,Full Service,International,A,11010
2005-07-31,Cathay Pacific,CX,International,Asia,Enplaned,Full Service,International,A,9628
2005-07-31,China Airlines,CI,International,Asia,Deplaned,Full Service,International,A,13638
2005-07-31,China Airlines,CI,International,Asia,Enplaned,Full Service,International,A,11255
2005-07-31,Delta Air Lines,DL,Domestic,US,Deplaned,Full Service,Terminal 1,C,97510
2005-07-31,Delta Air Lines,DL,Domestic,US,Enplaned,Full Service,Terminal 1,C,93791
2005-07-31,EVA Airways,BR,International,Asia,Deplaned,Full Service,International,G,14142
2005-07-31,EVA Airways,BR,International,Asia,Enplaned,Full Service,International,G,12132
2005-07-31,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,19234
2005-07-31,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,18368
2005-07-31,Hawaiian Airlines,HA,Domestic,US,Deplaned,Full Service,Terminal 1,C,7579
2005-07-31,Hawaiian Airlines,HA,Domestic,US,Enplaned,Full Service,Terminal 1,C,7658
2005-07-31,Alaska Airlines,AS,Domestic,US,Deplaned,Full Service,Terminal 1,B,5284
2005-07-31,Alaska Airlines,AS,Domestic,US,Enplaned,Full Service,Terminal 1,B,5257
2005-07-31,Icelandair,FI,International,Europe,Deplaned,Full Service,International,A,4540
2005-07-31,Icelandair,FI,International,Europe,Enplaned,Full Service,International,A,4341
2005-07-31,Independence Air,DH,Domestic,US,Deplaned,Low Fare,International,A,10843
2005-07-31,Independence Air,DH,Domestic,US,Enplaned,Low Fare,International,A,10967
2005-07-31,Japan Airlines,JL,International,Asia,Deplaned,Full Service,International,A,9195
2005-07-31,Japan Airlines,JL,International,Asia,Enplaned,Full Service,International,A,9086
2005-07-31,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Full Service,International,A,9978
2005-07-31,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Full Service,International,A,9587
2005-07-31,Korean Air Lines,KE,International,Asia,Deplaned,Full Service,International,A,6153
2005-07-31,Korean Air Lines,KE,International,Asia,Enplaned,Full Service,International,A,5646
2005-07-31,Lufthansa German Airlines,LH,International,Europe,Deplaned,Full Service,International,G,22389
2005-07-31,Lufthansa German Airlines,LH,International,Europe,Enplaned,Full Service,International,G,20511
2005-07-31,US Airways,US ,Domestic,US,Deplaned,Full Service,Terminal 1,B,2636
2005-07-31,US Airways,US ,Domestic,US,Enplaned,Full Service,Terminal 1,B,2535
2005-07-31,Mexicana Airlines,MX,International,Mexico,Deplaned,Full Service,International,G,7751
2005-07-31,Mexicana Airlines,MX,International,Mexico,Enplaned,Full Service,International,G,7845
2005-07-31,Midwest Airlines,YX,Domestic,US,Deplaned,Full Service,Terminal 1,A,1797
2005-07-31,Midwest Airlines,YX,Domestic,US,Enplaned,Full Service,Terminal 1,A,3238
2005-07-31,Northwest Airlines,NW,Domestic,US,Deplaned,Full Service,Terminal 1,C,64231
2005-07-31,Northwest Airlines,NW,Domestic,US,Enplaned,Full Service,Terminal 1,C,62049
2005-07-31,Northwest Airlines,NW,International,Asia,Deplaned,Full Service,International,A,7229
2005-07-31,Northwest Airlines,NW,International,Asia,Enplaned,Full Service,International,A,6554
2005-07-31,Philippine Airlines,PR,International,Asia,Deplaned,Full Service,International,A,12828
2005-07-31,Philippine Airlines,PR,International,Asia,Enplaned,Full Service,International,A,10269
2005-07-31,Singapore Airlines,SQ,International,Asia,Deplaned,Full Service,International,G,19211
2005-07-31,Singapore Airlines,SQ,International,Asia,Enplaned,Full Service,International,G,17462
2005-07-31,Delta Air Lines,DL,Domestic,US,Deplaned,Full Service,Terminal 1,C,7262
2005-07-31,Delta Air Lines,DL,Domestic,US,Enplaned,Full Service,Terminal 1,C,6586
2005-07-31,United Airlines,UA,Domestic,US,Deplaned,Full Service,Terminal 3,F,103279
2005-07-31,United Airlines,UA,Domestic,US,Enplaned,Full Service,Terminal 3,F,102023
2005-07-31,United Airlines,UA,International,Canada,Deplaned,Full Service,Terminal 3,F,3688
2005-07-31,United Airlines,UA,International,Canada,Enplaned,Full Service,Terminal 3,F,3633
2005-07-31,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,4827
2005-07-31,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 1,B,4784
2005-07-31,TACA,TA,International,Central America,Deplaned,Full Service,International,G,6324
2005-07-31,TACA,TA,International,Central America,Enplaned,Full Service,International,G,7031
2005-07-31,US Airways,US ,Domestic,US,Deplaned,Full Service,Terminal 1,A,46042
2005-07-31,US Airways,US ,Domestic,US,Enplaned,Full Service,Terminal 1,A,45553
2005-07-31,US Airways,US ,Domestic,US,Deplaned,Full Service,Terminal 1,B,38951
2005-07-31,US Airways,US ,Domestic,US,Enplaned,Full Service,Terminal 1,B,37848
2005-07-31,United Airlines,UA,Domestic,US,Deplaned,Full Service,Terminal 1,B,62178
2005-07-31,United Airlines,UA,Domestic,US,Enplaned,Full Service,Terminal 1,B,60939
2005-07-31,United Airlines,UA,Domestic,US,Deplaned,Full Service,Terminal 3,E,58767
2005-07-31,United Airlines,UA,Domestic,US,Enplaned,Full Service,Terminal 3,E,58277
2005-07-31,United Airlines,UA,Domestic,US,Deplaned,Full Service,Terminal 3,F,443656
2005-07-31,United Airlines,UA,Domestic,US,Enplaned,Full Service,Terminal 3,F,421802
2005-07-31,United Airlines,UA,Domestic,US,Thru / Transit,Full Service,Terminal 3,F,11388
2005-07-31,United Airlines,UA,International,Asia,Deplaned,Full Service,International,G,77658
2005-07-31,United Airlines,UA,International,Asia,Enplaned,Full Service,International,G,68278
2005-07-31,United Airlines,UA,International,Asia,Thru / Transit,Full Service,International,G,3953
2005-07-31,United Airlines,UA,International,Australia / Oceania,Deplaned,Full Service,International,G,8603
2005-07-31,United Airlines,UA,International,Australia / Oceania,Enplaned,Full Service,International,G,8234
2005-07-31,United Airlines,UA,International,Australia / Oceania,Thru / Transit,Full Service,International,G,1385
2005-07-31,United Airlines,UA,International,Canada,Deplaned,Full Service,Terminal 3,F,12874
2005-07-31,United Airlines,UA,International,Canada,Enplaned,Full Service,Terminal 3,F,12085
2005-07-31,United Airlines,UA,International,Canada,Thru / Transit,Full Service,Terminal 3,F,10
2005-07-31,United Airlines,UA,International,Europe,Deplaned,Full Service,International,G,30796
2005-07-31,United Airlines,UA,International,Europe,Enplaned,Full Service,International,G,29283
2005-07-31,United Airlines,UA,International,Europe,Thru / Transit,Full Service,International,G,888
2005-07-31,United Airlines,UA,International,Mexico,Deplaned,Full Service,International,G,9537
2005-07-31,United Airlines,UA,International,Mexico,Enplaned,Full Service,International,G,9672
2005-07-31,United Airlines,UA,International,Mexico,Thru / Transit,Full Service,International,G,45
2005-07-31,Virgin Atlantic,VS,International,Europe,Deplaned,Full Service,International,A,11684
2005-07-31,Virgin Atlantic,VS,International,Europe,Enplaned,Full Service,International,A,10771
2005-07-31,WestJet Airlines,WS,International,Canada,Deplaned,Low Fare,International,A,2480
2005-07-31,WestJet Airlines,WS,International,Canada,Enplaned,Low Fare,International,A,2211
2005-08-31,ATA Airlines,TZ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,27472
2005-08-31,ATA Airlines,TZ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,26535
2005-08-31,ATA Airlines,TZ,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,5712
2005-08-31,Air Canada,AC,International,Canada,Deplaned,Full Service,Terminal 1,B,34878
2005-08-31,Air Canada,AC,International,Canada,Enplaned,Full Service,Terminal 1,B,34105
2005-08-31,Air China,CA,International,Asia,Deplaned,Full Service,International,G,4204
2005-08-31,Air China,CA,International,Asia,Enplaned,Full Service,International,G,3923
2005-08-31,Air France,AF,International,Europe,Deplaned,Full Service,International,A,11230
2005-08-31,Air France,AF,International,Europe,Enplaned,Full Service,International,A,11731
2005-08-31,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Full Service,International,G,4672
2005-08-31,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Full Service,International,G,4006
2005-08-31,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,International,A,7796
2005-08-31,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,International,A,7737
2005-08-31,Alaska Airlines,AS,Domestic,US,Deplaned,Full Service,International,A,40431
2005-08-31,Alaska Airlines,AS,Domestic,US,Enplaned,Full Service,International,A,39595
2005-08-31,Alaska Airlines,AS,Domestic,US,Thru / Transit,Full Service,International,A,1902
2005-08-31,Alaska Airlines,AS,International,Canada,Deplaned,Full Service,International,A,8901
2005-08-31,Alaska Airlines,AS,International,Canada,Enplaned,Full Service,International,A,9020
2005-08-31,Alaska Airlines,AS,International,Mexico,Deplaned,Full Service,International,A,7541
2005-08-31,Alaska Airlines,AS,International,Mexico,Enplaned,Full Service,International,A,9333
2005-08-31,Alaska Airlines,AS,International,Mexico,Thru / Transit,Full Service,International,A,1902
2005-08-31,All Nippon Airways,NH,International,Asia,Deplaned,Full Service,International,G,6739
2005-08-31,All Nippon Airways,NH,International,Asia,Enplaned,Full Service,International,G,5966
2005-08-31,American Airlines,AA,Domestic,US,Deplaned,Full Service,Terminal 3,E,162064
2005-08-31,American Airlines,AA,Domestic,US,Enplaned,Full Service,Terminal 3,E,157700
2005-08-31,American Airlines,AA,Domestic,US,Deplaned,Full Service,Terminal 3,E,5233
2005-08-31,American Airlines,AA,Domestic,US,Enplaned,Full Service,Terminal 3,E,4866
2005-08-31,Asiana Airlines,OZ,International,Asia,Deplaned,Full Service,International,A,4099
2005-08-31,Asiana Airlines,OZ,International,Asia,Enplaned,Full Service,International,A,3376
2005-08-31,Delta Air Lines,DL,Domestic,US,Deplaned,Full Service,Terminal 1,C,1735
2005-08-31,Delta Air Lines,DL,Domestic,US,Enplaned,Full Service,Terminal 1,C,1560
2005-08-31,BelAir Airlines,4T,International,Europe,Deplaned,Full Service,International,A,353
2005-08-31,BelAir Airlines,4T,International,Europe,Enplaned,Full Service,International,A,751
2005-08-31,Boeing Company,,Domestic,US,Deplaned,Full Service,Other,Other,18
2005-08-31,British Airways,BA,International,Europe,Deplaned,Full Service,International,A,20312
2005-08-31,British Airways,BA,International,Europe,Enplaned,Full Service,International,A,20084
2005-08-31,Cathay Pacific,CX,International,Asia,Deplaned,Full Service,International,A,11753
2005-08-31,Cathay Pacific,CX,International,Asia,Enplaned,Full Service,International,A,9050
2005-08-31,China Airlines,CI,International,Asia,Deplaned,Full Service,International,A,14610
2005-08-31,China Airlines,CI,International,Asia,Enplaned,Full Service,International,A,10972
2005-08-31,Delta Air Lines,DL,Domestic,US,Deplaned,Full Service,Terminal 1,C,97343
2005-08-31,Delta Air Lines,DL,Domestic,US,Enplaned,Full Service,Terminal 1,C,97160
2005-08-31,EVA Airways,BR,International,Asia,Deplaned,Full Service,International,G,13524
2005-08-31,EVA Airways,BR,International,Asia,Enplaned,Full Service,International,G,11950
2005-08-31,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,17109
2005-08-31,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,17186
2005-08-31,Hawaiian Airlines,HA,Domestic,US,Deplaned,Full Service,Terminal 1,C,7923
2005-08-31,Hawaiian Airlines,HA,Domestic,US,Enplaned,Full Service,Terminal 1,C,7751
2005-08-31,Alaska Airlines,AS,Domestic,US,Deplaned,Full Service,Terminal 1,B,5572
2005-08-31,Alaska Airlines,AS,Domestic,US,Enplaned,Full Service,Terminal 1,B,5268
2005-08-31,Icelandair,FI,International,Europe,Deplaned,Full Service,International,A,4691
2005-08-31,Icelandair,FI,International,Europe,Enplaned,Full Service,International,A,4355
2005-08-31,Independence Air,DH,Domestic,US,Deplaned,Low Fare,International,A,9191
2005-08-31,Independence Air,DH,Domestic,US,Enplaned,Low Fare,International,A,9850
2005-08-31,Japan Airlines,JL,International,Asia,Deplaned,Full Service,International,A,9296
2005-08-31,Japan Airlines,JL,International,Asia,Enplaned,Full Service,International,A,7913
2005-08-31,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Full Service,International,A,9666
2005-08-31,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Full Service,International,A,9881
2005-08-31,Korean Air Lines,KE,International,Asia,Deplaned,Full Service,International,A,8856
2005-08-31,Korean Air Lines,KE,International,Asia,Enplaned,Full Service,International,A,7164
2005-08-31,Lufthansa German Airlines,LH,International,Europe,Deplaned,Full Service,International,G,21512
2005-08-31,Lufthansa German Airlines,LH,International,Europe,Enplaned,Full Service,International,G,21881
2005-08-31,US Airways,US ,Domestic,US,Deplaned,Full Service,Terminal 1,B,2725
2005-08-31,US Airways,US ,Domestic,US,Enplaned,Full Service,Terminal 1,B,2546
2005-08-31,Mexicana Airlines,MX,International,Mexico,Deplaned,Full Service,International,G,7156
2005-08-31,Mexicana Airlines,MX,International,Mexico,Enplaned,Full Service,International,G,5946
2005-08-31,Midwest Airlines,YX,Domestic,US,Deplaned,Full Service,Terminal 1,A,1552
2005-08-31,Midwest Airlines,YX,Domestic,US,Enplaned,Full Service,Terminal 1,A,3382
2005-08-31,Northwest Airlines,NW,Domestic,US,Deplaned,Full Service,Terminal 1,C,56501
2005-08-31,Northwest Airlines,NW,Domestic,US,Enplaned,Full Service,Terminal 1,C,56674
2005-08-31,Northwest Airlines,NW,International,Asia,Deplaned,Full Service,International,A,7107
2005-08-31,Northwest Airlines,NW,International,Asia,Enplaned,Full Service,International,A,6522
2005-08-31,Philippine Airlines,PR,International,Asia,Deplaned,Full Service,International,A,12856
2005-08-31,Philippine Airlines,PR,International,Asia,Enplaned,Full Service,International,A,8718
2005-08-31,Singapore Airlines,SQ,International,Asia,Deplaned,Full Service,International,G,19192
2005-08-31,Singapore Airlines,SQ,International,Asia,Enplaned,Full Service,International,G,17118
2005-08-31,Delta Air Lines,DL,Domestic,US,Deplaned,Full Service,Terminal 1,C,7052
2005-08-31,Delta Air Lines,DL,Domestic,US,Enplaned,Full Service,Terminal 1,C,6652
2005-08-31,United Airlines,UA,Domestic,US,Deplaned,Full Service,Terminal 3,F,102899
2005-08-31,United Airlines,UA,Domestic,US,Enplaned,Full Service,Terminal 3,F,103188
2005-08-31,United Airlines,UA,International,Canada,Deplaned,Full Service,Terminal 3,F,3672
2005-08-31,United Airlines,UA,International,Canada,Enplaned,Full Service,Terminal 3,F,3570
2005-08-31,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,4720
2005-08-31,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 1,B,4717
2005-08-31,TACA,TA,International,Central America,Deplaned,Full Service,International,G,7357
2005-08-31,TACA,TA,International,Central America,Enplaned,Full Service,International,G,5128
2005-08-31,US Airways,US ,Domestic,US,Deplaned,Full Service,Terminal 1,A,42622
2005-08-31,US Airways,US ,Domestic,US,Enplaned,Full Service,Terminal 1,A,44508
2005-08-31,US Airways,US ,Domestic,US,Deplaned,Full Service,Terminal 1,B,40712
2005-08-31,US Airways,US ,Domestic,US,Enplaned,Full Service,Terminal 1,B,40322
2005-08-31,United Airlines,UA,Domestic,US,Deplaned,Full Service,Terminal 1,B,61872
2005-08-31,United Airlines,UA,Domestic,US,Enplaned,Full Service,Terminal 1,B,61768
2005-08-31,United Airlines,UA,Domestic,US,Deplaned,Full Service,Terminal 3,E,55842
2005-08-31,United Airlines,UA,Domestic,US,Deplaned,Full Service,Terminal 3,E,27930
2005-08-31,United Airlines,UA,Domestic,US,Enplaned,Full Service,Terminal 3,E,56087
2005-08-31,United Airlines,UA,Domestic,US,Enplaned,Full Service,Terminal 3,E,26098
2005-08-31,United Airlines,UA,Domestic,US,Thru / Transit,Full Service,Terminal 3,E,676
2005-08-31,United Airlines,UA,Domestic,US,Deplaned,Full Service,Terminal 3,F,420430
2005-08-31,United Airlines,UA,Domestic,US,Enplaned,Full Service,Terminal 3,F,398135
2005-08-31,United Airlines,UA,Domestic,US,Thru / Transit,Full Service,Terminal 3,F,11585
2005-08-31,United Airlines,UA,International,Asia,Deplaned,Full Service,International,G,79131
2005-08-31,United Airlines,UA,International,Asia,Enplaned,Full Service,International,G,68861
2005-09-30,Alaska Airlines,AS,International,Mexico,Deplaned,Full Service,International,A,5446
2005-08-31,United Airlines,UA,International,Asia,Thru / Transit,Full Service,International,G,4059
2005-08-31,United Airlines,UA,International,Australia / Oceania,Deplaned,Full Service,International,G,8903
2005-08-31,United Airlines,UA,International,Australia / Oceania,Enplaned,Full Service,International,G,7874
2005-08-31,United Airlines,UA,International,Australia / Oceania,Thru / Transit,Full Service,International,G,1475
2005-08-31,United Airlines,UA,International,Canada,Deplaned,Full Service,Terminal 3,F,13895
2005-08-31,United Airlines,UA,International,Canada,Enplaned,Full Service,Terminal 3,F,12145
2005-08-31,United Airlines,UA,International,Europe,Deplaned,Full Service,International,G,29236
2005-08-31,United Airlines,UA,International,Europe,Enplaned,Full Service,International,G,29920
2005-08-31,United Airlines,UA,International,Europe,Thru / Transit,Full Service,International,G,863
2005-08-31,United Airlines,UA,International,Mexico,Deplaned,Full Service,International,G,9397
2005-08-31,United Airlines,UA,International,Mexico,Enplaned,Full Service,International,G,9275
2005-08-31,United Airlines,UA,International,Mexico,Thru / Transit,Full Service,International,G,78
2005-08-31,Virgin Atlantic,VS,International,Europe,Deplaned,Full Service,International,A,10685
2005-08-31,Virgin Atlantic,VS,International,Europe,Enplaned,Full Service,International,A,11072
2005-08-31,WestJet Airlines,WS,International,Canada,Deplaned,Low Fare,International,A,2300
2005-08-31,WestJet Airlines,WS,International,Canada,Enplaned,Low Fare,International,A,2251
2005-09-30,ATA Airlines,TZ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,17341
2005-09-30,ATA Airlines,TZ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,18541
2005-09-30,ATA Airlines,TZ,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,4412
2005-09-30,Air Canada,AC,International,Canada,Deplaned,Full Service,Terminal 1,B,24473
2005-09-30,Air Canada,AC,International,Canada,Enplaned,Full Service,Terminal 1,B,26120
2005-09-30,Air China,CA,International,Asia,Deplaned,Full Service,International,G,4416
2005-09-30,Air China,CA,International,Asia,Enplaned,Full Service,International,G,4568
2005-09-30,Air France,AF,International,Europe,Deplaned,Full Service,International,A,10731
2005-09-30,Air France,AF,International,Europe,Enplaned,Full Service,International,A,11337
2005-09-30,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Full Service,International,G,4565
2005-09-30,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Full Service,International,G,4295
2005-09-30,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,International,A,7057
2005-09-30,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,International,A,6806
2005-09-30,Alaska Airlines,AS,Domestic,US,Deplaned,Full Service,International,A,31117
2005-09-30,Alaska Airlines,AS,Domestic,US,Enplaned,Full Service,International,A,33742
2005-09-30,Alaska Airlines,AS,Domestic,US,Thru / Transit,Full Service,International,A,3843
2005-09-30,Alaska Airlines,AS,International,Canada,Deplaned,Full Service,International,A,6635
2005-09-30,Alaska Airlines,AS,International,Canada,Enplaned,Full Service,International,A,7783
2005-09-30,Alaska Airlines,AS,International,Canada,Thru / Transit,Full Service,International,A,161
2005-09-30,Alaska Airlines,AS,International,Mexico,Enplaned,Full Service,International,A,7674
2005-09-30,Alaska Airlines,AS,International,Mexico,Thru / Transit,Full Service,International,A,1504
2005-09-30,All Nippon Airways,NH,International,Asia,Deplaned,Full Service,International,G,5875
2005-09-30,All Nippon Airways,NH,International,Asia,Enplaned,Full Service,International,G,5960
2005-09-30,American Airlines,AA,Domestic,US,Deplaned,Full Service,Terminal 3,E,135043
2005-09-30,American Airlines,AA,Domestic,US,Enplaned,Full Service,Terminal 3,E,135944
2005-09-30,American Airlines,AA,Domestic,US,Deplaned,Full Service,Terminal 3,E,4240
2005-09-30,American Airlines,AA,Domestic,US,Enplaned,Full Service,Terminal 3,E,4166
2005-09-30,Asiana Airlines,OZ,International,Asia,Deplaned,Full Service,International,A,4792
2005-09-30,Asiana Airlines,OZ,International,Asia,Enplaned,Full Service,International,A,5140
2005-09-30,BelAir Airlines,4T,International,Europe,Deplaned,Full Service,International,A,108
2005-09-30,BelAir Airlines,4T,International,Europe,Enplaned,Full Service,International,A,315
2005-09-30,British Airways,BA,International,Europe,Deplaned,Full Service,International,A,20455
2005-09-30,British Airways,BA,International,Europe,Enplaned,Full Service,International,A,20635
2005-09-30,Cathay Pacific,CX,International,Asia,Deplaned,Full Service,International,A,8370
2005-09-30,Cathay Pacific,CX,International,Asia,Enplaned,Full Service,International,A,9874
2005-09-30,China Airlines,CI,International,Asia,Deplaned,Full Service,International,A,9154
2005-09-30,China Airlines,CI,International,Asia,Enplaned,Full Service,International,A,9486
2005-09-30,Delta Air Lines,DL,Domestic,US,Deplaned,Full Service,Terminal 1,C,17291
2005-09-30,Delta Air Lines,DL,Domestic,US,Deplaned,Full Service,Terminal 1,C,68347
2005-09-30,Delta Air Lines,DL,Domestic,US,Enplaned,Full Service,Terminal 1,C,17453
2005-09-30,Delta Air Lines,DL,Domestic,US,Enplaned,Full Service,Terminal 1,C,67160
2005-09-30,EVA Airways,BR,International,Asia,Deplaned,Full Service,International,G,9931
2005-09-30,EVA Airways,BR,International,Asia,Enplaned,Full Service,International,G,10752
2005-09-30,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,13426
2005-09-30,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,12989
2005-09-30,Hawaiian Airlines,HA,Domestic,US,Deplaned,Full Service,Terminal 1,C,7735
2005-09-30,Hawaiian Airlines,HA,Domestic,US,Enplaned,Full Service,Terminal 1,C,7624
2005-09-30,Alaska Airlines,AS,Domestic,US,Deplaned,Full Service,Terminal 1,B,4648
2005-09-30,Alaska Airlines,AS,Domestic,US,Enplaned,Full Service,Terminal 1,B,4401
2005-09-30,Icelandair,FI,International,Europe,Deplaned,Full Service,International,A,1996
2005-09-30,Icelandair,FI,International,Europe,Enplaned,Full Service,International,A,1677
2005-09-30,Independence Air,DH,Domestic,US,Deplaned,Low Fare,International,A,5218
2005-09-30,Independence Air,DH,Domestic,US,Enplaned,Low Fare,International,A,5503
2005-09-30,Japan Airlines,JL,International,Asia,Deplaned,Full Service,International,A,7087
2005-09-30,Japan Airlines,JL,International,Asia,Enplaned,Full Service,International,A,8264
2005-09-30,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Full Service,International,A,9562
2005-09-30,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Full Service,International,A,9513
2005-09-30,Korean Air Lines,KE,International,Asia,Deplaned,Full Service,International,A,4344
2005-09-30,Korean Air Lines,KE,International,Asia,Enplaned,Full Service,International,A,3448
2005-09-30,Lufthansa German Airlines,LH,International,Europe,Deplaned,Full Service,International,G,20535
2005-09-30,Lufthansa German Airlines,LH,International,Europe,Enplaned,Full Service,International,G,21379
2005-09-30,US Airways,US ,Domestic,US,Deplaned,Full Service,Terminal 1,B,1781
2005-09-30,US Airways,US ,Domestic,US,Enplaned,Full Service,Terminal 1,B,1751
2005-09-30,Mexicana Airlines,MX,International,Mexico,Deplaned,Full Service,International,G,3986
2005-09-30,Mexicana Airlines,MX,International,Mexico,Enplaned,Full Service,International,G,4823
2005-09-30,Midwest Airlines,YX,Domestic,US,Deplaned,Full Service,Terminal 1,A,2913
2005-09-30,Midwest Airlines,YX,Domestic,US,Enplaned,Full Service,Terminal 1,A,2867
2005-09-30,Northwest Airlines,NW,Domestic,US,Deplaned,Full Service,Terminal 1,C,48138
2005-09-30,Northwest Airlines,NW,Domestic,US,Enplaned,Full Service,Terminal 1,C,47061
2005-09-30,Northwest Airlines,NW,International,Asia,Deplaned,Full Service,International,A,5857
2005-09-30,Northwest Airlines,NW,International,Asia,Enplaned,Full Service,International,A,5615
2005-09-30,Philippine Airlines,PR,International,Asia,Deplaned,Full Service,International,A,8323
2005-09-30,Philippine Airlines,PR,International,Asia,Enplaned,Full Service,International,A,7875
2005-09-30,Singapore Airlines,SQ,International,Asia,Deplaned,Full Service,International,G,15259
2005-09-30,Singapore Airlines,SQ,International,Asia,Enplaned,Full Service,International,G,14251
2005-09-30,Delta Air Lines,DL,Domestic,US,Deplaned,Full Service,Terminal 1,C,6356
2005-09-30,Delta Air Lines,DL,Domestic,US,Enplaned,Full Service,Terminal 1,C,6666
2005-09-30,United Airlines,UA,Domestic,US,Deplaned,Full Service,Terminal 3,F,96832
